,cfile,RvsdgConstructionTime[ns],#RvsdgNodes,#PointsToGraphNodes,#PointsToGraphAllocaNodes,#PointsToGraphDeltaNodes,#PointsToGraphImportNodes,#PointsToGraphLambdaNodes,#PointsToGraphMallocNodes,#PointsToGraphMemoryNodes,#PointsToGraphRegisterNodes,#PointsToGraphEdges,AndersenAnalysisTimer[ns],AndersenSetBuildingTimer[ns],AndersenOVSTimer[ns],AndersenWorklistTimer[ns],PointsToGraphConstructionTimer[ns],#SimpleAllocas,#NonReentrantAllocas,#ExtModRefSets,#ExtModRefCompressed,#ExtModRefKept,#LocalModRefSets,#LocalModRefKept,CallGraphTimer[ns],AllocasDeadInSccsTimer[ns],SimpleAllocasSetTimer[ns],NonReentrantAllocaSetsTimer[ns],CreateExternalModRefSetTimer[ns],AnnotationTimer[ns],SolvingTimer[ns],ExternalCompactionTimer[ns],#IntraProceduralRegions,#TotalAllocaStateArguments,#TotalMallocStateArguments,#TotalDeltaStateArguments,#TotalImportStateArguments,#TotalLambdaStateArguments,#TotalExternalStateArguments,#TotalNonEscapedStateArguments,#MaxMemoryStateArguments,#MaxNonEscapedMemoryStateArguments,#LoadOperations,#TotalAllocaStatesThroughLoad,#TotalMallocStatesThroughLoad,#TotalDeltaStatesThroughLoad,#TotalImportStatesThroughLoad,#TotalLambdaStatesThroughLoad,#TotalExternalStatesThroughLoad,#TotalNonEscapedStatesThroughLoad,#MaxMemoryStatesThroughLoad,#MaxNonEscapedMemoryStatesThroughLoad,#StoreOperations,#TotalAllocaStatesThroughStore,#TotalMallocStatesThroughStore,#TotalDeltaStatesThroughStore,#TotalImportStatesThroughStore,#TotalLambdaStatesThroughStore,#TotalExternalStatesThroughStore,#TotalNonEscapedStatesThroughStore,#MaxMemoryStatesThroughStore,#MaxNonEscapedMemoryStatesThroughStore,#CallEntryMergeOperations,#TotalAllocaStatesIntoCallEntryMerge,#TotalMallocStatesIntoCallEntryMerge,#TotalDeltaStatesIntoCallEntryMerge,#TotalImportStatesIntoCallEntryMerge,#TotalLambdaStatesIntoCallEntryMerge,#TotalExternalStatesIntoCallEntryMerge,#TotalNonEscapedStatesIntoCallEntryMerge,#MaxMemoryStatesIntoCallEntryMerge,#MaxNonEscapedMemoryStatesIntoCallEntryMerge,MemoryStateEncodingTime[ns],#TotalLoads,#LoadsForwarded,SvfTracingTime[ns],SvfForwardingTime[ns],StoreValueForwardingTime[ns],TransformationPass-000-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-001-PredicateCorrelation-#RvsdgNodesBefore,TransformationPass-002-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-003-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-004-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-005-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-006-PointsToAnalysisStateEncoder-#RvsdgNodesBefore,TransformationPass-007-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-008-StoreValueForwarding-#RvsdgNodesBefore,TransformationPass-009-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-010-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-011-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-012-NodeReduction-#RvsdgNodesBefore,TransformationPass-013-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-014-RvsdgTreePrinter-#RvsdgNodesBefore,#RvsdgNodesAfterSequence,OptimizationTime[ns],TransformationPass-000-RvsdgTreePrinter-Timer[ns],TransformationPass-001-PredicateCorrelation-Timer[ns],TransformationPass-002-CommonNodeElimination-Timer[ns],TransformationPass-003-InvariantValueRedirection-Timer[ns],TransformationPass-004-DeadNodeElimination-Timer[ns],TransformationPass-005-RvsdgTreePrinter-Timer[ns],TransformationPass-006-PointsToAnalysisStateEncoder-Timer[ns],TransformationPass-007-RvsdgTreePrinter-Timer[ns],TransformationPass-008-StoreValueForwarding-Timer[ns],TransformationPass-009-RvsdgTreePrinter-Timer[ns],TransformationPass-010-CommonNodeElimination-Timer[ns],TransformationPass-011-InvariantValueRedirection-Timer[ns],TransformationPass-012-NodeReduction-Timer[ns],TransformationPass-013-DeadNodeElimination-Timer[ns],TransformationPass-014-RvsdgTreePrinter-Timer[ns],RvsdgDestructionTime[ns],Tree4-NumAllocaNodes,Tree4-NumStoreNodes,Tree4-NumLoadNodes,Tree4-NumMemoryStateTypeArguments,Tree0-NumAllocaNodes,Tree0-NumStoreNodes,Tree0-NumLoadNodes,Tree0-NumMemoryStateTypeArguments,Tree3-NumAllocaNodes,Tree3-NumStoreNodes,Tree3-NumLoadNodes,Tree3-NumMemoryStateTypeArguments,Tree1-NumAllocaNodes,Tree1-NumStoreNodes,Tree1-NumLoadNodes,Tree1-NumMemoryStateTypeArguments,Tree2-NumAllocaNodes,Tree2-NumStoreNodes,Tree2-NumLoadNodes,Tree2-NumMemoryStateTypeArguments,Configuration,RegionAwareModRefSummarizerTime[ns],TotalTime[ns],#TotalMemoryStateArguments,#TotalMemoryStatesThroughLoad,#TotalMemoryStatesThroughStore,#TotalMemoryStatesIntoCallEntryMerge
753,redist2017-502.gcc+strerror.c,3708571,4819,682,0,250,4,5,0,260,422,7795,3137328,2523916,98449,221277,218217,0,0,40,100,83,41,22,133808,1280,2420,560,1190,58779,30110,19849,71,0,0,57,0,0,42,57,5,4,25,0,0,15,0,0,3,15,1,1,6,0,0,4,0,0,2,4,1,1,10,0,0,10,0,0,10,10,4,3,241787,25,0,22350,0,94199,4856,4856,4856,4856,4820,4819,4819,4849,4849,4849,4849,4849,4849,4849,4848,4848,21469080,3439084,28949,681671,84379,1078326,1569418,5222510,1616818,96229,1534419,489184,78459,1532400,988646,1580959,1971384,0,6,25,85,0,6,25,47,0,6,25,85,0,6,25,47,0,6,25,85,O3,247996,27149035,99,18,6,20
754,ghostscript-10.04.0+base_spdiff.c,33154110,4690,306,0,5,6,5,0,17,289,2685,8777203,7180404,595192,212747,610322,0,0,864,0,864,46,0,1212694,1590,1269,660,980,1524010,220397,304166,524,0,0,0,0,0,434,0,1,0,311,0,0,0,0,0,310,0,1,0,278,0,0,0,0,0,278,0,1,0,43,0,0,0,0,0,43,0,1,0,4780907,311,0,1290230,0,4857875,6412,6412,6412,6412,4795,4690,4690,4786,4786,4786,4786,4786,4786,4786,4665,4665,129325463,7918924,631251,15755291,3300046,9876909,5038313,28603340,5204751,4861015,5414008,13984374,2245040,6133378,10487760,5593796,14026153,0,278,311,434,0,278,311,434,0,278,311,434,0,278,311,434,0,278,311,434,O3,3265766,176505726,434,310,278,43
755,redist2017-507.cactuBSSN+LocalReduce_ReductionNormInf.c,1591298,707,108,5,14,18,3,8,49,59,1959,676751,475583,29920,49929,85739,0,0,41,26,548,71,71,34640,2750,730,660,1040,72339,39649,21450,45,140,235,0,0,0,29,0,14,0,25,26,11,0,0,0,1,0,14,0,15,4,11,0,0,0,0,0,1,0,27,130,208,0,0,0,27,0,14,0,387245,25,0,36169,0,129288,754,754,754,754,707,707,707,766,766,766,766,766,766,742,740,740,6463633,392655,23749,487744,49909,287506,259086,1744557,283986,130848,256326,693051,113959,914978,355155,283186,747760,5,15,25,392,5,15,25,37,5,15,25,392,5,15,25,37,5,15,25,392,O3,173258,8802691,404,38,15,365
756,redist2017-507.cactuBSSN+MoL_RKCoefficients.c,3547343,2088,144,0,51,10,2,0,64,80,1386,1791946,1506589,30100,63519,147988,0,0,166,0,528,46,34,103879,1090,860,950,1070,193517,59059,47850,119,0,0,45,192,0,96,45,18,15,19,0,0,15,4,0,0,15,1,1,67,0,0,15,104,0,52,15,3,1,64,0,0,0,128,0,64,0,3,0,683731,19,0,14660,0,248857,2240,2240,2240,2240,2088,2088,2088,2219,2219,2219,2219,2219,2219,2219,2216,2216,15478432,1260723,66369,1290172,151578,823819,891818,4214453,938287,250096,916928,1120005,140159,968857,922898,930427,1896425,0,67,19,317,0,67,19,97,0,67,19,317,0,67,19,97,0,67,19,317,O3,408275,20922200,333,19,171,192
757,redist2017-502.gcc+sbitmap.c,13511098,4110,466,2,11,12,47,0,73,393,17611,6746758,5367998,404094,277816,524453,2,2,819,1420,1046,130,38,1008836,4640,1720,1110,1040,1451521,325565,338766,563,16,0,0,93,0,404,16,3,2,390,6,0,0,117,0,363,6,2,1,129,13,0,0,20,0,116,13,2,1,90,3,0,0,37,0,83,3,3,2,4513029,390,0,668955,0,3620511,5028,5028,5028,5028,4138,4110,4110,4374,4374,4374,4374,4374,4370,4369,4345,4345,95048677,5246819,472234,10079694,2096852,6118777,3997596,25940629,5755622,3623941,5195550,8433857,1386501,3852499,5839132,4528559,7556908,2,129,390,506,2,129,390,414,2,129,390,506,2,129,390,413,2,129,390,506,O3,3133198,116116683,513,486,149,123
758,emacs-29.4+lib_sha256.c,12603119,2800,74,2,1,4,13,0,21,53,632,3028408,2600044,76559,242907,72909,0,0,757,1506,765,5,2,354275,2650,970,670,710,835159,180087,177798,39,2,0,0,0,0,33,0,2,0,49,0,0,0,0,0,49,0,1,0,32,0,0,0,0,0,32,0,1,0,646,6,0,0,0,0,646,0,2,0,2600525,49,0,58700,0,1468990,3563,3563,3563,3563,2806,2800,2800,4118,4118,4118,4118,4118,4118,4118,4117,4117,72438907,2128651,241427,16124282,1137355,2426077,838309,10986981,1311052,1471520,1064806,16745143,1458280,4792165,7674946,2612835,9602480,2,32,49,33,2,32,49,33,2,32,49,33,2,32,49,33,2,32,49,33,O3,1552319,94644506,35,49,32,652
759,ghostscript-10.04.0+freetype_src_base_ftbdf.c,515603,116,38,2,1,0,2,0,6,32,131,213847,114189,10219,32980,33619,0,0,28,26,58,6,6,13320,2590,810,640,650,34650,13070,9390,24,26,0,0,0,0,24,0,3,0,10,10,0,0,0,0,8,0,3,0,5,6,0,0,0,0,3,0,3,0,4,4,0,0,0,0,4,0,3,0,125138,10,0,45070,0,77849,130,130,130,130,116,116,116,128,128,128,128,128,128,124,124,124,1949174,176928,10289,154518,21310,86359,110828,564143,127818,79679,105408,141009,14469,112499,83829,118088,223227,2,5,10,48,2,5,10,24,2,5,10,48,2,5,10,24,2,5,10,48,O3,75120,2688004,50,18,9,8
760,redist2017-507.cactuBSSN+Cactus_util_Network.c,281666,189,24,0,6,2,2,0,11,13,65,215077,151738,5850,20079,19740,0,0,7,0,14,6,5,14070,1120,710,640,960,15119,4540,3950,6,0,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,1,0,2,0,3,0,0,3,0,0,3,0,2,0,55839,0,0,0,0,13140,194,194,194,194,189,189,189,198,198,198,198,198,198,198,198,198,1331762,150767,4920,73509,11770,64109,81519,414584,102709,14850,73469,58839,8480,91878,57080,72849,160458,0,6,0,10,0,6,0,6,0,6,0,10,0,6,0,6,0,6,0,10,O3,41109,1773886,10,0,7,6
761,gdb-15.2+libiberty_safe-ctype.c,251386,648,7,0,3,0,0,0,4,3,7,436525,397435,3970,11680,8700,0,0,0,0,0,0,0,19940,1530,1110,600,590,110,1310,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,650,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,1852825,160178,2820,25639,3830,110338,114119,608701,113629,2770,114789,20379,930,239047,91629,107778,216417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O3,25390,2320628,0,0,0,0
762,sendmail-8.18.1+libsm_strexit.c,445204,590,56,0,18,2,3,0,24,32,239,470343,382245,9740,28890,27459,0,0,9,9,9,1,0,26670,1430,940,850,920,11570,4449,3480,9,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,44900,0,0,0,0,11419,598,598,598,598,590,590,590,604,604,604,604,604,604,604,604,604,2688923,273976,4350,89108,18990,149368,193407,766210,200748,13159,189348,71559,12540,236577,132078,192907,323346,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,O3,50309,3457473,7,0,0,4
763,redist2017-526.blender+blender_source_blender_imbuf_intern_filter.c,11899801,3020,189,1,0,9,22,0,33,156,2554,4464311,3767230,187107,144448,274136,1,1,559,820,871,127,29,567223,4990,840,3140,890,952777,217987,210197,464,24,0,0,192,0,301,24,4,1,250,11,0,0,126,0,231,11,3,1,93,9,0,0,20,0,84,9,3,1,77,0,0,0,48,0,61,0,3,0,2849852,250,8,913837,9560,2721754,3608,3608,3608,3608,3051,3020,3020,3200,3200,3169,3169,3169,3161,3160,3143,3143,58527239,3580762,304706,6950367,1131664,3574203,2684094,14487426,2703104,2725354,2809852,5882212,923247,2999310,3810489,2703914,5529786,1,93,242,514,1,93,250,302,1,93,242,514,1,93,250,302,1,93,250,514,O3,1958044,75956826,517,368,113,109
764,redist2017-526.blender+blender_source_blender_nodes_composite_nodes_node_composite_composite.c,197448,273,24,0,3,4,1,0,9,15,71,285096,210457,8970,20430,26930,0,0,5,10,5,0,0,14100,1490,720,650,960,6150,3150,1840,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,21770,0,0,0,0,5299,274,274,274,274,273,273,273,283,283,283,283,283,283,283,283,283,1190784,131188,1720,29559,6850,60269,66139,426275,76839,7189,62900,24289,3280,114919,53210,62449,145108,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,O3,29060,1533340,1,0,0,4
765,redist2017-557.xz+liblzma_common_block_decoder.c,2130641,516,71,0,0,16,6,0,23,48,841,709380,502433,23670,56429,83609,0,0,135,0,135,5,0,51289,1220,790,630,940,137388,30830,31229,79,0,0,0,0,0,74,0,1,0,49,0,0,0,0,0,49,0,1,0,25,0,0,0,0,0,25,0,1,0,25,0,0,0,0,0,23,0,1,0,368145,49,3,72200,6130,231987,579,579,579,579,516,516,516,575,575,569,569,569,569,569,569,569,7025275,507263,44079,773569,100559,391514,375385,1912674,388465,233807,363475,634461,76329,305226,382035,369005,805029,0,25,46,75,0,25,49,75,0,25,46,75,0,25,49,75,0,25,49,75,O3,254316,9960945,74,49,25,23
766,ghostscript-10.04.0+leptonica_src_pdfio1.c,16694788,5071,850,87,77,61,28,0,254,596,85914,10890375,8213400,468044,524963,1349602,5,5,757,58205,5346,401,386,1484280,36469,2670,28190,4480,1410121,4322163,3393624,686,2927,0,0,652,0,656,68,17,1,235,112,0,0,123,0,0,6,1,1,95,161,0,0,7,0,31,5,12,1,379,2213,0,0,379,0,379,6,17,1,7577559,235,0,334928,0,4242363,5398,5398,5398,5398,5092,5071,5071,5880,5880,5880,5880,5880,5880,5704,5704,5704,159890881,6847989,262257,9977007,1965484,8715744,5364149,50415119,7179174,4245713,6687901,16987804,2875182,9658861,15446364,8395708,18748941,87,95,235,4125,87,95,235,656,87,95,235,4125,87,95,235,656,87,95,235,4125,O3,10681997,195334610,4235,235,199,2971
767,gdb-15.2+libctf_ctf-subr.c,1895715,588,200,2,14,21,13,1,52,148,4301,844659,530513,55949,88429,120488,0,0,106,738,202,31,20,57470,2810,1170,639,1170,108179,70409,46029,100,25,22,17,6,0,76,3,5,1,17,0,3,4,3,0,7,1,1,1,18,0,1,6,0,0,13,1,2,1,41,20,15,11,10,0,41,0,5,0,367045,17,0,27509,0,150078,632,632,632,632,588,588,588,696,696,696,696,696,696,696,696,696,7742876,630951,34690,702050,89849,409084,490104,2115452,515583,152118,468284,613012,87368,334356,425064,483953,949487,2,18,17,136,2,18,17,77,2,18,17,136,2,18,17,77,2,18,17,136,O3,287876,10588078,146,17,20,97
768,redist2017-502.gcc+tree-vect-stmts.c,51887700,14781,2397,99,91,92,137,0,420,1977,312866,34249378,23147188,2551045,2186651,5285478,74,74,2926,102645,13975,882,644,5884221,1954823,12720,155778,6880,9714869,11256178,7967603,2222,5519,0,0,2977,0,1850,2237,20,13,1060,1111,0,0,1289,0,690,94,19,11,251,265,0,0,134,0,113,89,19,11,1214,2559,0,0,1846,0,1135,257,13,6,23392935,1060,11,1977105,124489,14736401,16184,16184,16184,16184,14809,14781,14781,17313,17313,17291,17291,17291,17285,17116,17107,17107,574685755,27506580,1065255,43570973,9343034,46717000,19404689,157857252,27348862,14749801,30817505,55106327,10646807,27434640,50661327,27230463,55074428,99,250,1049,10178,99,251,1060,1901,99,251,1049,10211,99,251,1060,1901,99,251,1060,10211,O3,36953072,681647883,10346,3090,512,5540
769,redist2017-507.cactuBSSN+ML_BSSN_Helper_ExtrapolateGammas.c,7631078,2933,604,0,180,3,2,0,186,418,22700,3326815,2609945,69879,233516,307436,0,0,420,0,600,320,320,243357,1690,2179,580,1820,486614,137908,104949,182,0,0,270,0,0,182,270,91,90,230,0,0,230,0,0,0,230,1,1,90,0,0,90,0,0,0,90,1,1,328,0,0,0,0,0,328,0,1,0,1877175,230,0,237216,0,1251323,3429,3429,3429,3429,2933,2933,2933,3593,3593,3593,3593,3593,3593,3593,3593,3593,44260115,3204687,120309,4917274,552083,2194641,2099152,10172933,2358168,1256093,2087622,5038322,561963,2601965,2901211,2636955,6229956,0,90,230,362,0,90,230,182,0,90,230,362,0,90,230,182,0,90,230,362,O3,979097,58121149,452,230,90,328
770,redist2017-526.blender+blender_source_blender_editors_mesh_editmesh_path.c,4286352,1672,409,8,14,36,27,0,86,323,15033,1810336,1162545,125688,184757,249017,0,0,293,1712,748,110,56,125038,8390,1030,860,990,299796,124698,107739,241,241,0,0,0,0,170,0,4,0,120,172,0,0,0,0,90,0,4,0,36,30,0,0,0,0,18,0,4,0,108,168,0,0,0,0,90,0,4,0,906638,120,0,326388,0,652261,1857,1857,1857,1857,1672,1672,1672,1920,1920,1920,1920,1920,1920,1905,1905,1905,18506262,1185094,93529,1924894,244867,981357,945347,4935914,994407,653801,971107,1613628,216407,1201444,1080645,977697,2244800,8,36,120,401,8,36,120,174,8,36,120,401,8,36,120,174,8,36,120,401,O3,668541,25037414,411,262,48,258
771,ghostscript-10.04.0+devices_gdevicov.c,2009724,726,148,2,9,16,3,0,31,117,1744,1025187,666902,49180,82129,186917,0,0,78,82,152,18,6,47640,2360,900,600,790,95178,26880,26290,61,34,0,0,0,0,37,0,2,0,39,38,0,0,0,0,37,0,2,0,2,2,0,0,0,0,0,0,1,0,19,18,0,0,0,0,19,0,2,0,291876,39,0,38450,0,150588,881,881,881,881,732,726,726,770,770,770,770,770,770,766,764,764,7780796,599812,43950,926267,99889,467823,395835,2089212,430114,152498,385235,664962,66649,430255,427575,406044,862518,2,2,39,69,2,2,39,37,2,2,39,69,2,2,39,37,2,2,39,69,O3,200638,10653038,71,75,2,37
772,redist2017-526.blender+blender_source_blender_blenkernel_intern_multires.c,32052061,8536,1212,36,28,72,87,0,224,988,112550,18108438,12389815,1830106,1215743,2061903,6,6,1783,56570,5848,500,381,3595062,512293,3290,16770,6910,7573438,4560400,5358128,1142,903,0,0,800,0,731,69,10,3,821,795,0,0,822,0,645,11,8,2,209,149,0,0,133,0,174,19,8,2,537,800,0,0,637,0,493,35,10,2,14551265,821,0,1602161,0,7812626,9959,9959,9959,9959,8661,8536,8536,9741,9741,9741,9741,9741,9726,9715,9693,9693,261309865,17891431,780240,21070569,4251503,21125177,15450713,83909208,8980670,7815145,8692864,21309665,4200843,10886464,19473160,8170081,19878964,36,209,821,2324,36,209,821,756,36,209,821,2324,36,209,821,756,36,209,821,2324,O3,21626291,313240890,2434,2262,456,1930
773,redist2017-526.blender+blender_source_blender_blenfont_intern_blf_font.c,11307980,2699,432,18,8,37,26,0,90,342,18952,4910645,3446624,425884,294936,574072,0,0,529,11381,1753,161,100,565523,14600,1520,640,2030,1009586,568673,577212,437,554,0,16,141,0,287,0,6,0,223,381,0,9,69,0,173,0,6,0,82,112,0,16,21,0,56,0,6,0,134,167,0,29,95,0,130,0,6,0,3291817,223,0,584403,0,2603786,3158,3158,3158,3158,2735,2699,2699,3013,3013,3013,3013,3013,3012,2976,2976,2976,74151200,3574312,237277,7231223,1320082,5041073,2872342,19310442,3519253,2606876,3172727,8448457,1322983,4622669,6285506,3138318,8309790,18,82,223,967,18,82,223,301,18,82,223,967,18,82,223,301,18,82,223,967,O3,2739784,93768970,998,632,205,421
774,gdb-15.2+gnulib_import_glthread_lock.c,373475,65,36,2,0,9,4,0,16,20,255,167898,85219,7650,27670,28639,0,0,25,35,40,3,2,13810,2460,1070,650,760,23849,12370,7440,20,10,0,0,0,0,18,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,12,9,0,0,0,0,12,0,2,0,90729,1,0,3310,0,26840,79,79,79,79,65,65,65,97,97,97,97,97,97,97,97,97,1459950,151838,6670,104659,23700,56620,85069,428844,100268,29220,122028,100499,16310,60179,61559,82759,182207,2,1,1,26,2,1,1,18,2,1,1,26,2,1,1,18,2,1,1,26,O3,62409,2015632,28,1,1,21
775,gdb-15.2+libiberty_simple-object-coff.c,3344235,1086,214,12,6,9,19,0,47,167,3213,1410551,922887,101239,142598,178137,2,2,176,1233,645,105,148,96979,11210,970,3960,1110,270996,96449,88798,138,295,0,0,0,0,84,30,7,1,78,163,0,0,0,0,58,4,6,1,39,65,0,0,0,0,16,4,4,1,59,179,0,0,0,0,39,2,7,1,807119,78,0,103109,0,406315,1229,1229,1229,1229,1088,1086,1086,1235,1235,1235,1235,1235,1234,1219,1218,1218,14405026,908788,82009,1405041,183327,782550,666641,4065936,719891,408445,689190,1394361,173658,975057,906418,705521,1838976,12,39,78,352,12,39,78,94,12,39,78,352,12,39,78,94,12,39,78,352,O3,570472,19588237,379,221,81,218
776,ghostscript-10.04.0+freetype_src_base_ftutil.c,1705588,462,169,3,0,3,15,0,22,147,1829,626762,388125,49259,83429,70469,3,3,110,14,113,27,7,38350,3110,820,3170,650,96048,29170,23050,110,0,0,0,0,0,70,0,1,0,25,3,0,0,0,0,22,3,1,1,26,1,0,0,0,0,25,1,1,1,18,3,0,0,0,0,18,3,2,1,291886,25,0,24839,0,131468,550,550,550,550,462,462,462,525,525,525,525,525,525,521,521,521,6668321,614922,58280,792270,111948,665531,560952,1529390,367265,132798,340325,416205,61539,251836,253887,353255,661221,3,26,25,70,3,26,25,70,3,26,25,70,3,26,25,70,3,26,25,70,O3,194368,9035130,70,25,26,21
777,redist2017-507.cactuBSSN+CactusBindings_Functions_PUGHSlab_Functions.c,600112,277,139,14,5,16,8,0,44,95,3109,422965,245517,18040,66339,62449,0,0,54,678,86,32,32,22139,3800,780,540,1140,60909,38780,28229,18,14,0,4,0,0,18,4,9,1,21,0,0,2,0,0,19,2,1,1,16,14,0,2,0,0,0,2,1,1,22,14,0,0,0,0,22,0,8,0,185038,21,0,25470,0,81089,301,301,301,301,277,277,277,337,337,337,337,337,337,323,323,323,2859131,187528,15400,202347,30039,130599,135999,1008496,157348,82229,135788,192657,25280,198617,142048,135288,399564,14,16,21,18,14,16,21,18,14,16,21,18,14,16,21,18,14,16,21,18,O3,156317,3858807,36,21,16,36
778,ghostscript-10.04.0+base_gdevdgbr.c,7763466,1949,117,8,0,8,8,0,25,92,1149,2746414,2196031,133478,92369,254436,4,4,250,816,512,135,87,197278,5879,1020,4130,880,530423,130689,133798,298,314,0,0,0,0,189,145,6,4,133,80,0,0,0,0,99,23,4,1,67,55,0,0,0,0,30,25,4,1,22,37,0,0,0,0,22,9,5,3,1542289,133,1,354434,1630,1211574,2252,2252,2252,2252,1966,1949,1949,2004,2004,2003,2003,2003,2003,1985,1983,1983,33795572,2098692,175458,3705121,501544,1831726,1557579,8112912,1611299,1214164,1557889,3921988,550943,2105163,2453688,1684778,3584733,8,66,132,497,8,67,133,200,8,67,132,497,8,67,133,200,8,67,133,497,O3,1004097,45143771,503,179,85,59
779,redist2017-538.imagick+magick_cipher.c,436834,234,41,0,8,2,4,0,15,26,239,278406,186328,8949,28020,33410,0,0,20,0,20,0,0,17160,980,690,580,7130,27740,7059,5770,12,0,0,0,0,0,12,0,1,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,1,0,87249,4,0,5960,0,33820,250,250,250,250,234,234,234,258,258,258,258,258,258,258,258,258,2157171,252226,10000,149168,24470,100208,138458,590272,149308,35870,121488,134438,17340,124508,99089,135568,259196,0,0,4,12,0,0,4,12,0,0,4,12,0,0,4,12,0,0,4,12,O3,67109,2853201,12,4,0,8
780,ghostscript-10.04.0+base_gsdevmem.c,2379769,595,69,2,2,12,2,0,19,50,722,709280,525373,25579,46020,78709,0,0,77,20,211,44,25,43940,2270,940,690,770,131329,28329,33500,96,78,0,0,0,0,44,0,3,0,24,35,0,0,0,0,16,0,3,0,36,54,0,0,0,0,20,0,3,0,16,24,0,0,0,0,16,0,3,0,365545,24,0,288365,0,442364,717,717,717,717,595,595,595,631,631,631,631,631,631,628,625,625,8196571,605932,49959,959267,103768,395285,420354,1883085,433014,444764,420894,785190,75158,590513,422545,422504,872308,2,36,24,120,2,36,24,44,2,36,24,120,2,36,24,44,2,36,24,120,O3,241768,11448648,122,51,74,40
781,redist2017-526.blender+blender_source_blender_editors_object_object_shapekey.c,4523270,2004,333,4,42,27,21,0,95,238,11303,2138991,1598419,79819,150728,232476,4,4,285,692,514,29,16,142098,4090,1250,5160,1120,317136,91089,91759,160,68,0,0,86,0,130,68,7,4,83,2,0,0,69,0,77,2,3,1,62,6,0,0,21,0,56,6,3,1,75,14,0,0,44,0,75,14,5,2,911978,83,0,632664,0,1007757,2180,2180,2180,2180,2014,2004,2004,2192,2192,2192,2192,2192,2191,2187,2187,2187,20701383,1617879,104019,1845116,245377,1083965,1131855,5348628,1190324,1010027,1126895,1568709,219157,1153005,1188884,1174975,2401648,4,62,83,279,4,62,83,130,4,62,83,279,4,62,83,130,4,62,83,279,O3,653702,27626301,284,148,83,133
782,redist2017-502.gcc+plugin.c,4487989,2109,370,2,51,27,22,0,103,267,15293,2551675,1889865,127868,179518,266337,0,0,259,1626,428,84,65,139489,3219,1150,740,1200,302876,157448,111279,193,10,0,159,23,0,154,111,6,4,109,0,0,54,5,0,60,36,2,1,36,4,0,17,0,0,23,7,2,1,80,6,0,27,9,0,80,2,4,2,955777,109,4,130468,7500,519433,2245,2245,2245,2245,2115,2109,2109,2313,2313,2305,2305,2305,2305,2303,2303,2303,22798432,1816196,90799,2137661,296796,1465540,1311813,6019179,1269573,522113,1210243,1650047,207877,1366562,1297123,1330752,2416667,2,36,105,312,2,36,109,155,2,36,105,317,2,36,109,155,2,36,109,317,O3,717401,29703088,346,119,44,122
783,emacs-29.4+lib_count-one-bits.c,100939,8,11,0,0,2,3,0,6,5,23,66799,20119,4850,15030,11030,0,0,6,0,6,0,0,6900,1370,690,770,760,5270,2870,1490,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,27350,0,0,0,0,3700,11,11,11,11,8,8,8,20,20,20,20,20,20,20,20,20,430064,94239,1660,22219,6430,13400,24090,146328,26029,5510,20670,12180,2510,13510,8510,20729,48670,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,O3,20120,579673,3,0,0,3
